Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
2028,CA-2019-113516,08-09-2019,10-09-2019,Second Class,VM-21685,Valerie Mitchum,Home Office,India,Kerela,Kerela,South,OFF-BI-10001989,Office Supplies,Wire and Cables,Premium Transparent Presentation Covers by GBC,67.136,4,23.4976,0,COD
3005,CA-2019-131499,08-09-2019,10-09-2019,First Class,MG-17875,Michael Grace,Home Office,India,Karnataka,Bangalore,South,OFF-AP-10003779,Office Supplies,Home Automation,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1,62.244,0,COD
992,CA-2019-110023,09-09-2019,11-09-2019,First Class,TS-21610,Troy Staebel,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10001036,Office Supplies,Wire and Cables,Cardinal EasyOpen D-Ring Wire and Cables,14.624,2,5.484,0,Online
2995,CA-2019-112893,09-09-2019,13-09-2019,Second Class,AT-10735,Annie Thurman,Consumer,India,Kerela,Kerela,South,OFF-BI-10004654,Office Supplies,Wire and Cables,VariCap6 Expandable Binder,55.36,4,18.684,0,Online
9086,CA-2019-126102,10-09-2019,12-09-2019,Second Class,DV-13465,Dianna Vittorini,Consumer,India,Kerela,Kerela,South,OFF-BI-10004318,Office Supplies,Wire and Cables,Ibico EB-19 Dual Function Manual Binding System,276.784,2,89.9548,0,COD
252,CA-2019-145625,11-09-2019,17-09-2019,Standard Class,KC-16540,Kelly Collister,Consumer,India,Kerela,Kerela,South,TEC-AC-10003832,Technology,Electrical Fans,Logitech P710e Mobile Speakerphone,3347.37,13,636.0003,0,Online
5241,CA-2019-116561,11-09-2019,17-09-2019,Standard Class,EB-14110,Eugene Barchas,Consumer,India,Kerela,Kerela,South,OFF-BI-10001658,Office Supplies,Wire and Cables,GBC Standard Therm-A-Bind Covers,39.872,2,12.9584,0,COD
8807,CA-2019-113082,12-09-2019,16-09-2019,Standard Class,MC-17590,Matt Collister,Corporate,India,Karnataka,Bangalore,South,FUR-FU-10002813,Furniture,MCBs & DBs,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2,14.5728,0,Online
9781,CA-2019-153178,14-09-2019,18-09-2019,Standard Class,CL-12565,Clay Ludtke,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10001944,Technology,LED,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,131.355,0,Online
9782,CA-2019-153178,14-09-2019,18-09-2019,Standard Class,CL-12565,Clay Ludtke,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10004390,Office Supplies,Wire and Cables,GBC DocuBind 200 Manual Binding Machine,673.568,2,252.588,0,COD
925,CA-2019-149797,15-09-2019,20-09-2019,Standard Class,AH-10075,Adam Hart,Corporate,India,Karnataka,Bangalore,South,OFF-BI-10003650,Office Supplies,Wire and Cables,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.5488,0,Online
8783,CA-2019-116911,15-09-2019,20-09-2019,Standard Class,JD-16150,Justin Deggeller,Corporate,India,Tamil Nadu,Madurai,South,OFF-BI-10001249,Office Supplies,Wire and Cables,Avery Heavy-Duty EZD View Binder with Locking Rings,20.416,4,6.6352,0,Online
7272,CA-2019-123337,16-09-2019,22-09-2019,Standard Class,KD-16495,Keith Dawkins,Corporate,India,Kerela,Kerela,South,OFF-AP-10002287,Office Supplies,Home Automation,"Eureka Sanitaire Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,4,4.5448,0,COD
91,CA-2019-109806,17-09-2019,22-09-2019,Standard Class,JS-15685,Jim Sink,Corporate,India,Kerela,Kerela,South,TEC-PH-10004093,Technology,LED,Panasonic Kx-TS550,73.584,2,8.2782,0,Online
3311,CA-2019-111416,17-09-2019,22-09-2019,Standard Class,LW-17215,Luke Weiss,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10002026,Office Supplies,Wire and Cables,Avery Arch Ring Wire and Cables,232.4,5,78.435,0,Online
71,CA-2019-106075,18-09-2019,23-09-2019,Standard Class,HM-14980,Henry MacAllister,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10004654,Office Supplies,Wire and Cables,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,1.731,0,Online
4347,CA-2019-120355,18-09-2019,25-09-2019,Standard Class,MM-17260,Magdelene Morse,Consumer,India,Karnataka,Bangalore,South,FUR-CH-10001394,Furniture,Modular Switches,Global Leather Executive Chair,631.782,2,140.396,0,Cards
4348,CA-2019-120355,18-09-2019,25-09-2019,Standard Class,MM-17260,Magdelene Morse,Consumer,India,Karnataka,Bangalore,South,FUR-FU-10004053,Furniture,MCBs & DBs,DAX Two-Tone Silver Metal Document Frame,60.72,3,26.1096,0,Online
5881,CA-2019-133935,18-09-2019,22-09-2019,Standard Class,JW-15220,Jane Waco,Corporate,India,Kerela,Kerela,South,FUR-CH-10001215,Furniture,Modular Switches,Global Troy Executive Leather Low-Back Tilter,801.568,2,50.098,0,Online
5883,CA-2019-133935,18-09-2019,22-09-2019,Standard Class,JW-15220,Jane Waco,Corporate,India,Kerela,Kerela,South,FUR-CH-10002880,Furniture,Modular Switches,"Global High-Back Leather Tilter, Burgundy",885.528,9,-99.6219,0,Online
9613,CA-2019-110086,18-09-2019,22-09-2019,Standard Class,BD-11320,Bill Donatelli,Consumer,India,Kerela,Kerela,South,TEC-PH-10001299,Technology,LED,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,23.9984,0,Cards
4770,US-2019-114888,19-09-2019,24-09-2019,Second Class,CC-12430,Chuck Clark,Home Office,India,Kerela,Kerela,South,OFF-BI-10003355,Office Supplies,Wire and Cables,Cardinal Holdit Business Card Pockets,11.952,3,4.1832,0,Cards
8468,CA-2019-168557,19-09-2019,23-09-2019,Standard Class,FH-14275,Frank Hawley,Corporate,India,Kerela,Kerela,South,OFF-BI-10002309,Office Supplies,Wire and Cables,Avery Heavy-Duty EZD Binder With Locking Rings,8.928,2,3.1248,0,COD
3412,CA-2019-100244,20-09-2019,24-09-2019,Standard Class,GM-14695,Greg Maxwell,Corporate,India,Kerela,Kerela,South,OFF-BI-10003656,Office Supplies,Wire and Cables,Fellowes PB200 Plastic Comb Binding Machine,271.984,2,88.3948,0,Online
3415,CA-2019-100244,20-09-2019,24-09-2019,Standard Class,GM-14695,Greg Maxwell,Corporate,India,Kerela,Kerela,South,OFF-BI-10000977,Office Supplies,Wire and Cables,Ibico Plastic Spiral Binding Combs,48.64,2,15.808,0,COD
8046,CA-2019-145611,20-09-2019,24-09-2019,Standard Class,HA-14905,Helen Abelman,Consumer,India,Karnataka,Bangalore,South,OFF-AP-10001005,Office Supplies,Home Automation,Honeywell Quietcare HEPA Air Cleaner,393.25,5,129.7725,0,COD
5634,CA-2019-101742,23-09-2019,28-09-2019,Second Class,CR-12580,Clay Rozendal,Home Office,India,Karnataka,Bangalore,South,OFF-BI-10004187,Office Supplies,Wire and Cables,3-ring staple pack,10.528,7,3.6848,0,Cards
5397,US-2019-147340,24-09-2019,24-09-2019,Same Day,EB-13750,Edward Becker,Corporate,India,Kerela,Kerela,South,FUR-FU-10002501,Furniture,MCBs & DBs,Nu-Dell Executive Frame,63.2,5,23.384,0,Online
6285,CA-2019-100944,24-09-2019,28-09-2019,Standard Class,EH-13765,Edward Hooks,Corporate,India,Kerela,Kerela,South,FUR-CH-10000988,Furniture,Modular Switches,Hon Olson Stacker Stools,563.24,5,56.324,0,Cards
9841,US-2019-125402,25-09-2019,01-10-2019,Standard Class,DL-12865,Dan Lawera,Consumer,India,Kerela,Kerela,South,TEC-PH-10003356,Technology,LED,"SmartStand Mobile Device Holder, Assorted Colors",44.736,8,4.4736,0,COD
9843,US-2019-125402,25-09-2019,01-10-2019,Standard Class,DL-12865,Dan Lawera,Consumer,India,Kerela,Kerela,South,FUR-CH-10000665,Furniture,Modular Switches,"Global Airflow Leather Mesh Back Chair, Black",483.136,4,60.392,0,Online
5357,CA-2019-138037,29-09-2019,03-10-2019,Standard Class,AR-10540,Andy Reiter,Consumer,India,Kerela,Kerela,South,OFF-BI-10002982,Office Supplies,Wire and Cables,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,9.534,0,Cards
9987,CA-2019-125794,29-09-2019,03-10-2019,Standard Class,ML-17410,Maris LaWare,Consumer,India,Kerela,Kerela,South,TEC-AC-10003399,Technology,Electrical Fans,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,15.2208,0,Online
1068,CA-2019-157686,01-10-2019,02-10-2019,First Class,BD-11620,Brian DeCherney,Consumer,India,Kerela,Kerela,South,FUR-CH-10001146,Furniture,Modular Switches,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,12.178,0,COD
2993,CA-2019-134376,02-10-2019,06-10-2019,Standard Class,TT-21265,Tim Taslimi,Corporate,India,Karnataka,Bangalore,South,OFF-AP-10004532,Office Supplies,Home Automation,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,16.5888,0,Cards
981,CA-2019-144939,03-10-2019,08-10-2019,Standard Class,EB-13870,Emily Burns,Consumer,India,Karnataka,Bangalore,South,FUR-CH-10003199,Furniture,Modular Switches,Office Star - Contemporary Task Swivel Chair,599.292,6,93.2232,0,Online
7873,CA-2019-101672,03-10-2019,07-10-2019,Standard Class,DB-12910,Daniel Byrd,Home Office,India,Kerela,Kerela,South,FUR-CH-10004063,Furniture,Modular Switches,Global Deluxe High-Back Manager's Chair,915.136,4,102.9528,0,Online
3449,CA-2019-162614,07-10-2019,13-10-2019,Standard Class,TB-21250,Tim Brockman,Consumer,India,Kerela,Kerela,South,OFF-BI-10004001,Office Supplies,Wire and Cables,GBC Recycled VeloBinder Covers,27.264,2,8.8608,0,Online
138,CA-2019-145583,13-10-2019,19-10-2019,Standard Class,LC-16885,Lena Creighton,Consumer,India,Kerela,Kerela,South,OFF-BI-10004781,Office Supplies,Wire and Cables,GBC Wire Binding Strips,76.176,3,26.6616,0,Online
140,CA-2019-145583,13-10-2019,19-10-2019,Standard Class,LC-16885,Lena Creighton,Consumer,India,Kerela,Kerela,South,FUR-FU-10001706,Furniture,MCBs & DBs,Longer-Life Soft White Bulbs,43.12,14,20.6976,0,Online
6445,CA-2019-101161,13-10-2019,20-10-2019,Standard Class,BW-11110,Bart Watters,Corporate,India,Karnataka,Bangalore,South,FUR-FU-10003535,Furniture,MCBs & DBs,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,33.7266,0,Online
9505,CA-2019-113607,14-10-2019,18-10-2019,Standard Class,PW-19030,Pauline Webber,Corporate,India,Karnataka,Bangalore,South,TEC-PH-10004094,Technology,LED,Motorola L703CM,1091.93,7,272.9825,0,Online
1499,CA-2019-141586,17-10-2019,20-10-2019,First Class,NK-18490,Neil Knudson,Home Office,India,Kerela,Kerela,South,OFF-BI-10003981,Office Supplies,Wire and Cables,"Avery Durable Plastic 1"" Wire and Cables",18.16,5,6.583,0,Online
6611,CA-2019-168921,20-10-2019,22-10-2019,First Class,AG-10495,Andrew Gjertsen,Corporate,India,Kerela,Kerela,South,OFF-BI-10004209,Office Supplies,Wire and Cables,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,6.03,0,COD
8273,CA-2019-139549,20-10-2019,25-10-2019,Standard Class,MY-18295,Muhammed Yedwab,Corporate,India,Kerela,Kerela,South,FUR-CH-10001802,Furniture,Modular Switches,Hon Every-Day Chair Series Swivel Task Modular Switches,387.136,4,4.8392,0,Online
9707,CA-2019-161746,21-10-2019,27-10-2019,Standard Class,CS-11950,Carlos Soltero,Consumer,India,Kerela,Kerela,South,FUR-CH-10004626,Furniture,Modular Switches,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242.136,3,12.1068,0,COD
9709,CA-2019-161746,21-10-2019,27-10-2019,Standard Class,CS-11950,Carlos Soltero,Consumer,India,Kerela,Kerela,South,FUR-FU-10003731,Furniture,MCBs & DBs,"Eldon Expressions Wood and Plastic Desk Electrical Fans, Oak",19.96,2,5.5888,0,COD
5624,CA-2019-121748,24-10-2019,28-10-2019,Second Class,VW-21775,Victoria Wilson,Corporate,India,Kerela,Kerela,South,TEC-AC-10003063,Technology,Electrical Fans,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,21,0,COD
5625,CA-2019-121748,24-10-2019,28-10-2019,Second Class,VW-21775,Victoria Wilson,Corporate,India,Kerela,Kerela,South,TEC-AC-10002637,Technology,Electrical Fans,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98,2,21.5988,0,COD
6634,CA-2019-166275,24-10-2019,24-10-2019,Same Day,SS-20590,Sonia Sunley,Consumer,India,Kerela,Kerela,South,TEC-AC-10001838,Technology,Electrical Fans,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,199.99,1,85.9957,0,Online
8694,CA-2019-118311,24-10-2019,28-10-2019,Standard Class,ED-13885,Emily Ducich,Home Office,India,Kerela,Kerela,South,TEC-AC-10000892,Technology,Electrical Fans,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,450,5,162,0,Online
479,CA-2019-152632,27-10-2019,02-11-2019,Standard Class,JE-15475,Jeremy Ellison,Consumer,India,Karnataka,Bangalore,South,FUR-FU-10002671,Furniture,MCBs & DBs,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,19.296,0,Cards
4387,CA-2019-156811,27-10-2019,02-11-2019,Standard Class,BP-11095,Bart Pistole,Corporate,India,Kerela,Kerela,South,OFF-AP-10001366,Office Supplies,Home Automation,Staple holder,43.92,4,11.8584,0,COD
4388,CA-2019-156811,27-10-2019,02-11-2019,Standard Class,BP-11095,Bart Pistole,Corporate,India,Kerela,Kerela,South,OFF-BI-10001628,Office Supplies,Wire and Cables,"Acco Data Flex Cable Posts For Top & Bottom Load Wire and Cables, 6"" Capacity",25.032,3,7.8225,0,Online
8598,US-2019-117387,27-10-2019,31-10-2019,Standard Class,PA-19060,Pete Armstrong,Home Office,India,Kerela,Kerela,South,OFF-BI-10004308,Office Supplies,Wire and Cables,Avery Legal 4-Ring Binder,67.136,4,25.176,0,Online
9533,CA-2019-116596,27-10-2019,31-10-2019,Standard Class,BW-11200,Ben Wallace,Consumer,India,Karnataka,Bangalore,South,FUR-CH-10000553,Furniture,Modular Switches,"Metal Folding Modular Switches, Beige, 4/Carton",427.644,14,80.7772,0,Cards
9536,CA-2019-116596,27-10-2019,31-10-2019,Standard Class,BW-11200,Ben Wallace,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10002949,Office Supplies,Wire and Cables,Prestige Round Ring Wire and Cables,9.728,2,3.2832,0,COD
219,CA-2019-130162,28-10-2019,01-11-2019,Standard Class,JH-15910,Jonathan Howell,Consumer,India,Kerela,Kerela,South,TEC-PH-10002563,Technology,LED,Adtran 1202752G1,302.376,3,22.6782,0,COD
383,CA-2019-134775,28-10-2019,29-10-2019,First Class,AS-10285,Alejandro Savely,Corporate,India,Kerela,Kerela,South,OFF-BI-10002225,Office Supplies,Wire and Cables,"Square Ring Data Wire and Cables, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,17.3376,0,Online
7203,CA-2019-120369,28-10-2019,28-10-2019,Same Day,VB-21745,Victoria Brennan,Corporate,India,Karnataka,Bangalore,South,FUR-FU-10003806,Furniture,MCBs & DBs,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,75.68,0,Cards
6241,US-2019-131912,29-10-2019,01-11-2019,Second Class,LH-17155,Logan Haushalter,Consumer,India,Kerela,Kerela,South,OFF-BI-10004236,Office Supplies,Wire and Cables,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.744,1,3.8168,0,Online
9203,CA-2019-153836,30-10-2019,03-11-2019,Standard Class,EH-13765,Edward Hooks,Corporate,India,Karnataka,Bangalore,South,OFF-BI-10004817,Office Supplies,Wire and Cables,GBC Personal VeloBind Strips,28.752,3,10.0632,0,Cards
9760,CA-2019-146913,31-10-2019,05-11-2019,Standard Class,SF-20965,Sylvia Foulston,Corporate,India,Kerela,Kerela,South,FUR-CH-10001854,Furniture,Modular Switches,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,70.196,0,COD
2474,CA-2019-114972,03-11-2019,06-11-2019,First Class,PF-19225,Phillip Flathmann,Consumer,India,Kerela,Kerela,South,FUR-CH-10001190,Furniture,Modular Switches,Global Deluxe High-Back Office Chair in Storm,217.584,2,-29.9178,0,Cards
2475,CA-2019-114972,03-11-2019,06-11-2019,First Class,PF-19225,Phillip Flathmann,Consumer,India,Kerela,Kerela,South,TEC-AC-10000682,Technology,Electrical Fans,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,29.0325,0,Cards
2477,CA-2019-114972,03-11-2019,06-11-2019,First Class,PF-19225,Phillip Flathmann,Consumer,India,Kerela,Kerela,South,OFF-AP-10003057,Office Supplies,Home Automation,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,429.5772,0,Cards
4482,CA-2019-109365,03-11-2019,08-11-2019,Standard Class,XP-21865,Xylona Preis,Consumer,India,Kerela,Kerela,South,OFF-AP-10002998,Office Supplies,Home Automation,Holmes 99% HEPA Air Purifier,43.32,2,14.2956,0,Online
4483,CA-2019-109365,03-11-2019,08-11-2019,Standard Class,XP-21865,Xylona Preis,Consumer,India,Kerela,Kerela,South,OFF-BI-10003981,Office Supplies,Wire and Cables,"Avery Durable Plastic 1"" Wire and Cables",43.584,12,15.7992,0,Online
4485,CA-2019-109365,03-11-2019,08-11-2019,Standard Class,XP-21865,Xylona Preis,Consumer,India,Kerela,Kerela,South,OFF-BI-10002071,Office Supplies,Wire and Cables,Fellowes Black Plastic Comb Bindings,9.296,2,3.0212,0,Online
2946,CA-2019-166443,04-11-2019,05-11-2019,First Class,LH-17020,Lisa Hazard,Consumer,India,Kerela,Kerela,South,FUR-FU-10004020,Furniture,MCBs & DBs,Advantus Panel Wall Acrylic Frame,38.29,7,16.4647,0,COD
6773,CA-2019-119018,04-11-2019,08-11-2019,Standard Class,CW-11905,Carl Weiss,Home Office,India,Kerela,Kerela,South,OFF-BI-10003314,Office Supplies,Wire and Cables,Tuff Stuff Recycled Round Ring Wire and Cables,7.712,2,2.7956,0,COD
6774,CA-2019-119018,04-11-2019,08-11-2019,Standard Class,CW-11905,Carl Weiss,Home Office,India,Kerela,Kerela,South,OFF-BI-10000494,Office Supplies,Wire and Cables,Acco Economy Flexible Poly Round Ring Binder,4.176,1,1.305,0,Online
2450,CA-2019-140207,05-11-2019,10-11-2019,Standard Class,CS-12400,Christopher Schild,Home Office,India,Kerela,Kerela,South,OFF-BI-10003963,Office Supplies,Wire and Cables,Cardinal Holdit Data Disk Pockets,29.12,5,9.828,0,Cards
5177,CA-2019-148908,05-11-2019,08-11-2019,First Class,JH-15985,Joseph Holt,Consumer,India,Kerela,Kerela,South,OFF-BI-10002082,Office Supplies,Wire and Cables,GBC Twin Loop Wire Binding Elements,53.248,2,19.968,0,Online
7307,CA-2019-144092,05-11-2019,07-11-2019,Second Class,LH-17155,Logan Haushalter,Consumer,India,Kerela,Kerela,South,TEC-AC-10002305,Technology,Electrical Fans,KeyTronic E03601U1 - Keyboard - Beige,72,4,12.96,0,Cards
7308,CA-2019-144092,05-11-2019,07-11-2019,Second Class,LH-17155,Logan Haushalter,Consumer,India,Kerela,Kerela,South,FUR-CH-10004875,Furniture,Modular Switches,Harbour Creations 67200 Series Stacking Modular Switches,113.888,2,9.9652,0,Online
129,US-2019-125969,06-11-2019,10-11-2019,Second Class,LS-16975,Lindsay Shagiari,Home Office,India,Kerela,Kerela,South,FUR-CH-10001146,Furniture,Modular Switches,"Global Task Chair, Black",81.424,2,-9.1602,0,Cards
130,US-2019-125969,06-11-2019,10-11-2019,Second Class,LS-16975,Lindsay Shagiari,Home Office,India,Kerela,Kerela,South,FUR-FU-10003773,Furniture,MCBs & DBs,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,26.2416,0,Cards
843,CA-2019-161669,07-11-2019,09-11-2019,First Class,EM-14095,Eudokia Martin,Corporate,India,Kerela,Kerela,South,OFF-BI-10001294,Office Supplies,Wire and Cables,Fellowes Binding Cases,37.44,4,11.7,0,COD
844,CA-2019-161669,07-11-2019,09-11-2019,First Class,EM-14095,Eudokia Martin,Corporate,India,Kerela,Kerela,South,OFF-BI-10001636,Office Supplies,Wire and Cables,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,8.7672,0,Online
1684,CA-2019-147585,07-11-2019,12-11-2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,India,Kerela,Kerela,South,FUR-FU-10002597,Furniture,MCBs & DBs,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,6.2244,0,COD
8063,CA-2019-132997,07-11-2019,09-11-2019,First Class,LW-17215,Luke Weiss,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10000586,Technology,LED,AT&T SB67148 SynJ,263.96,4,71.2692,0,COD
8064,CA-2019-132997,07-11-2019,09-11-2019,First Class,LW-17215,Luke Weiss,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10003811,Technology,LED,Jabra Supreme Plus Driver Edition Headset,359.97,3,100.7916,0,Online
8067,CA-2019-132997,07-11-2019,09-11-2019,First Class,LW-17215,Luke Weiss,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10004318,Office Supplies,Wire and Cables,Ibico EB-19 Dual Function Manual Binding System,276.784,2,89.9548,0,Online
9044,CA-2019-168830,07-11-2019,13-11-2019,Standard Class,ML-17395,Marina Lichtenstein,Corporate,India,Kerela,Kerela,South,TEC-AC-10003911,Technology,Electrical Fans,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.1898,0,COD
9716,CA-2019-116379,07-11-2019,12-11-2019,Standard Class,LD-17005,Lisa DeCherney,Consumer,India,Kerela,Kerela,South,OFF-BI-10001543,Office Supplies,Wire and Cables,GBC VeloBinder Manual Binding System,57.584,2,20.1544,0,Online
8614,CA-2019-138233,09-11-2019,14-11-2019,Standard Class,PF-19165,Philip Fox,Consumer,India,Kerela,Kerela,South,TEC-AC-10002001,Technology,Electrical Fans,Logitech Wireless Gaming Headset G930,479.97,3,177.5889,0,Online
896,CA-2019-105494,10-11-2019,12-11-2019,First Class,PC-18745,Pamela Coakley,Corporate,India,Kerela,Kerela,South,OFF-BI-10003364,Office Supplies,Wire and Cables,Binding Machine Supplies,70.008,3,24.5028,0,Online
1291,CA-2019-163384,10-11-2019,12-11-2019,First Class,CC-12430,Chuck Clark,Home Office,India,Kerela,Kerela,South,OFF-BI-10004970,Office Supplies,Wire and Cables,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,4.4604,0,COD
4863,CA-2019-125164,10-11-2019,14-11-2019,Standard Class,SH-19975,Sally Hughsby,Corporate,India,Karnataka,Bangalore,South,OFF-BI-10001191,Office Supplies,Wire and Cables,Canvas Sectional Post Wire and Cables,20.368,1,7.3834,0,Online
4864,CA-2019-125164,10-11-2019,14-11-2019,Standard Class,SH-19975,Sally Hughsby,Corporate,India,Karnataka,Bangalore,South,OFF-BI-10003982,Office Supplies,Wire and Cables,Wilson Jones Century Plastic Molded Ring Wire and Cables,49.848,3,16.8237,0,Cards
5043,CA-2019-158694,10-11-2019,13-11-2019,Second Class,AI-10855,Arianne Irving,Consumer,India,Kerela,Kerela,South,OFF-AP-10000055,Office Supplies,Home Automation,Belkin F9S820V06 8 Outlet Surge,129.92,4,38.976,0,Cards
5044,CA-2019-158694,10-11-2019,13-11-2019,Second Class,AI-10855,Arianne Irving,Consumer,India,Kerela,Kerela,South,FUR-FU-10000965,Furniture,MCBs & DBs,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9,191.6586,0,Online
5047,CA-2019-158694,10-11-2019,13-11-2019,Second Class,AI-10855,Arianne Irving,Consumer,India,Kerela,Kerela,South,OFF-BI-10004656,Office Supplies,Wire and Cables,Peel & Stick Add-On Corner Pockets,5.184,3,1.8144,0,Online
6792,CA-2019-162348,10-11-2019,15-11-2019,Standard Class,BF-11170,Ben Ferrer,Home Office,India,Kerela,Kerela,South,FUR-FU-10003731,Furniture,MCBs & DBs,"Eldon Expressions Wood and Plastic Desk Electrical Fans, Oak",9.98,1,2.7944,0,COD
9249,CA-2019-127761,10-11-2019,14-11-2019,Standard Class,SW-20275,Scott Williamson,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10002557,Office Supplies,Wire and Cables,Presstex Flexible Ring Wire and Cables,3.64,1,1.365,0,Online
9250,CA-2019-127761,10-11-2019,14-11-2019,Standard Class,SW-20275,Scott Williamson,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10003691,Technology,LED,BlackBerry Q10,881.93,7,220.4825,0,COD
1780,CA-2019-124667,11-11-2019,16-11-2019,Standard Class,BD-11770,Bryan Davis,Consumer,India,Karnataka,Bangalore,South,TEC-AC-10003447,Technology,Electrical Fans,Micropad Numeric Keypads,59.97,3,14.9925,0,Online
2884,CA-2019-130799,11-11-2019,16-11-2019,Second Class,BK-11260,Berenike Kampe,Consumer,India,Kerela,Kerela,South,FUR-FU-10001852,Furniture,MCBs & DBs,"Eldon Regeneration Recycled Desk Electrical Fans, Smoke",6.96,4,2.2272,0,COD
7031,CA-2019-145548,11-11-2019,16-11-2019,Standard Class,EB-13750,Edward Becker,Corporate,India,Karnataka,Bangalore,South,TEC-AC-10002305,Technology,Electrical Fans,KeyTronic E03601U1 - Keyboard - Beige,36,2,6.48,0,Cards
7033,CA-2019-145548,11-11-2019,16-11-2019,Standard Class,EB-13750,Edward Becker,Corporate,India,Karnataka,Bangalore,South,FUR-CH-10003774,Furniture,Modular Switches,"Global Wood Trimmed Manager's Task Chair, Khaki",245.646,3,8.1882,0,Online
7034,CA-2019-145548,11-11-2019,16-11-2019,Standard Class,EB-13750,Edward Becker,Corporate,India,Karnataka,Bangalore,South,OFF-BI-10001510,Office Supplies,Wire and Cables,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.008,3,17.19,0,Online
7035,CA-2019-145548,11-11-2019,16-11-2019,Standard Class,EB-13750,Edward Becker,Corporate,India,Karnataka,Bangalore,South,OFF-BI-10004236,Office Supplies,Wire and Cables,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232,3,11.4504,0,Online
8120,CA-2019-116722,11-11-2019,16-11-2019,Standard Class,LP-17080,Liz Pelletier,Consumer,India,Kerela,Kerela,South,FUR-FU-10001934,Furniture,MCBs & DBs,Magnifier Swing Arm Lamp,41.96,2,10.9096,0,Cards
8121,CA-2019-116722,11-11-2019,16-11-2019,Standard Class,LP-17080,Liz Pelletier,Consumer,India,Kerela,Kerela,South,FUR-CH-10004997,Furniture,Modular Switches,Hon Every-Day Series Multi-Task Modular Switches,451.152,3,0,0,Online
8122,CA-2019-116722,11-11-2019,16-11-2019,Standard Class,LP-17080,Liz Pelletier,Consumer,India,Kerela,Kerela,South,OFF-BI-10001890,Office Supplies,Wire and Cables,Avery Poly Binder Pockets,31.504,11,11.0264,0,Online
7190,CA-2019-164399,12-11-2019,15-11-2019,First Class,DW-13480,Dianna Wilson,Home Office,India,Kerela,Kerela,South,TEC-PH-10004908,Technology,LED,Panasonic KX TS3282W Corded phone,203.976,3,25.497,0,Online
6117,US-2019-113677,13-11-2019,19-11-2019,Standard Class,CM-12655,Corinna Mitchell,Home Office,India,Karnataka,Bangalore,South,TEC-PH-10002114,Technology,LED,Xiaomi Mi3,2279.96,4,592.7896,0,COD
